Name,Number,Museum,Latitude,Sex,Length,Family,Habitat,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34,X35,Y35,Z35,X36,Y36,Z36,X37,Y37,Z37,X38,Y38,Z38,X39,Y39,Z39,X40,Y40,Z40,X41,Y41,Z41,X42,Y42,Z42,X43,Y43,Z43,X44,Y44,Z44,X45,Y45,Z45,X46,Y46,Z46,X47,Y47,Z47,X48,Y48,Z48,X49,Y49,Z49,X50,Y50,Z50,X51,Y51,Z51,X52,Y52,Z52,X53,Y53,Z53
Elseya_branderhorsti,4086,PCHP,x,F,148,Chelidae,A,-91.5334,95.8171,-80.9787,-91.2543,114.1792,-87.8884,-96.1439,131.2312,-95.9176,-107.5634,143.9322,-101.1206,-123.5056,155.3765,-104.2491,-143.7538,164.0549,-105.3272,-165.349,171.3176,-104.4106,-186.6151,175.5958,-101.245,-205.3617,175.9325,-100.158,-230.2375,168.3227,-96.6906,-262.6767,136.2351,-87.6406,-268.0745,112.7057,-85.0373,-100.6158,97.7347,-77.4879,-103.815,113.9434,-79.5552,-108.8413,127.7942,-87.1924,-116.6822,138.8386,-91.7696,-129.3156,147.1818,-92.5222,-146.5643,154.9107,-92.0575,-165.2664,161.8804,-89.7454,-185.8895,159.1591,-89.8937,-202.4065,156.6554,-86.6875,-220.7028,150.0002,-84.4444,-245.2113,128.896,-76.0947,-247.7496,113.5706,-74.0865,-107.1321,117.8278,-80.0562,-140.005,150.6746,-90.8366,-176.3032,158.0768,-88.8094,-209.0092,152.4188,-84.3276,-237.7815,135.0485,-78.6076,-125.9875,114.1112,-67.0657,-142.0915,123.0641,-65.6112,-159.4593,121.218,-59.2398,-172.8094,125.9967,-62.1288,-187.1747,122.7494,-59.3733,-204.4108,128.4648,-66.4625,-220.1239,119.3989,-66.2623,-122.9219,101.978,-62.4384,-156.9195,104.6614,-52.4689,-190.1962,109.1593,-54.9473,-221.6615,110.9289,-63.9097,-94.6758,89.3235,-114.9902,-100.6253,109.9918,-118.8127,-121.6407,121.1075,-122.1014,-153.6112,129.1157,-119.6357,-186.0107,133.8041,-114.8651,-222.5254,127.4967,-109.4696,-244.8293,122.2888,-102.6471,-239.0398,107.8161,-103.9776,-158.0819,97.1961,-119.4731,-183.3549,99.917,-115.939,-213.4204,103.0819,-111.0344,-134.1554,129.8163,-114.1174,-188.7995,137.9424,-107.724
Elseya_branderhorsti,4087,PCHP,x,F,124,Chelidae,A,-117.88,85.0417,-82.7206,-116.1295,102.4132,-87.158,-122.0826,117.4791,-93.8783,-132.1677,130.7042,-97.55,-145.9762,142.5063,-99.6596,-160.3247,151.1963,-99.8263,-178.3624,156.5974,-98.4722,-198.228,160.498,-98.4017,-218.5936,157.7285,-95.2293,-237.7024,151.5359,-90.1908,-264.8625,122.586,-79.3728,-269.1575,104.8967,-76.7066,-125.094,86.6744,-78.8332,-129.3549,101.7015,-80.0425,-133.709,112.8616,-83.9931,-138.4245,123.4147,-88.1428,-150.2609,131.804,-89.3883,-165.5353,139.372,-87.2304,-183.7937,142.1805,-86.1623,-199.4054,141.2726,-84.2828,-214.2869,139.547,-82.6992,-228.5124,132.7834,-79.4745,-247.7172,113.5026,-75.6838,-250.3716,101.5116,-73.9844,-133.4712,106.2581,-79.4945,-156.5755,134.4866,-87.1584,-190.2893,141.9936,-84.226,-218.2267,135.5758,-79.5944,-242.1593,118.4964,-75.7773,-148.027,103.2108,-68.0461,-161.163,112.4596,-66.6268,-174.6992,109.2503,-60.8857,-187.41,116.1661,-63.8637,-200.6741,109.962,-60.4292,-214.2623,114.9792,-66.109,-226.6706,106.4602,-65.5381,-145.1787,90.8152,-64.0642,-173.0578,93.2469,-53.9981,-200.1913,97.3424,-54.7977,-227.0704,99.9356,-63.3862,-122.6158,82.4084,-110.9083,-127.5667,100.3503,-111.2255,-143.0463,108.0757,-113.7292,-171.6235,118.4455,-110.2306,-198.2852,120.3417,-105.7142,-229.6929,115.679,-101.7326,-247.0542,111.7449,-94.0945,-243.1355,98.565,-97.4179,-178.0905,90.5386,-110.4311,-196.6341,92.5753,-108.607,-219.823,95.7517,-104.2363,-154.9982,115.4325,-108.6227,-199.8327,124.2161,-100.3285
Elseya_branderhorsti,4599,PCHP,x,M,214,Chelidae,A,-67.4331,111.5939,-85.5967,-67.1596,137.714,-89.3269,-74.5598,163.9183,-94.1661,-92.1397,184.0796,-101.1526,-116.2518,198.3536,-104.7888,-141.6253,206.5484,-107.6233,-169.7088,217.3497,-108.1854,-200.0881,222.2303,-108.8414,-233.6783,221.5322,-108.5756,-265.2135,214.3029,-101.1571,-312.7132,168.6256,-88.0906,-321.8076,133.7305,-87.276,-82.6714,112.6359,-78.0007,-86.6066,133.7277,-78.7755,-94.3001,155.5367,-83.779,-101.4105,173.8916,-89.118,-122.3521,188.3385,-90.8609,-146.1137,198.6957,-89.7438,-174.7119,203.1488,-92.0511,-201.8942,201.6814,-88.8759,-228.7848,194.7763,-87.6748,-253.4238,188.5552,-82.8636,-287.515,159.2487,-77.6994,-294.7253,133.6992,-76.2429,-90.8651,139.4003,-77.1489,-132.9959,190.8761,-87.9236,-187.5831,201.346,-89.1163,-236.4584,191.7237,-82.7797,-277.5373,165.6102,-75.8191,-114.6572,132.3954,-63.7952,-137.6864,145.653,-57.4603,-161.2691,139.8369,-51.3913,-186.2744,151.1458,-53.5375,-203.4201,140.9128,-52.5093,-228.385,149.938,-60.1168,-249.5213,138.0481,-63.8796,-113.6543,117.2679,-63.093,-158.8586,120.588,-49.2013,-205.9862,125.7099,-48.0947,-252.0205,128.5623,-63.1139,-68.9199,111.1312,-134.1498,-76.6434,138.253,-133.4035,-106.8104,156.0315,-139.7882,-158.7807,165.1333,-136.5871,-207.4233,170.7436,-131.5528,-254.844,159.5408,-127.162,-284.5179,153.0097,-118.9195,-277.2859,130.2368,-121.8172,-161.1421,120.3291,-141.8675,-199.0089,123.5502,-138.0919,-243.2366,127.2621,-130.9551,-127.259,170.1791,-128.0399,-207.1257,173.5612,-122.623
Elseya_branderhorsti,4913,PCHP,x,F,308,Chelidae,A,-107.7105,107.8193,-98.4072,-100.0438,143.8297,-106.936,-102.5953,181.9008,-119.9953,-119.9192,211.0342,-131.6308,-145.6761,236.7211,-142.7672,-179.4367,256.7377,-155.494,-215.6438,275.3461,-162.6307,-254.6895,295.9845,-163.0004,-301.4041,306.7398,-164.5928,-345.601,302.5109,-166.5165,-425.049,262.667,-159.5773,-444.8014,226.5997,-158.1643,-123.6906,114.4694,-92.4333,-121.0411,141.6282,-95.8533,-124.8412,175.5169,-105.8923,-133.7735,203.0327,-116.7722,-157.7847,229.5053,-122.4374,-189.4261,249.433,-129.3044,-226.4458,266.998,-137.6505,-266.1611,276.561,-140.5582,-306.1081,275.4716,-144.6097,-339.2853,271.4662,-148.0691,-401.6411,243.3615,-147.0942,-417.8504,216.3097,-141.1712,-126.4669,154.8493,-97.1486,-177.4595,237.1908,-118.2058,-247.3085,269.7588,-133.8548,-312.9426,271.4207,-142.208,-379.8327,256.1354,-145.0335,-170.2819,155.2898,-72.3623,-204.6922,178.1913,-64.8809,-238.7823,180.8779,-61.4921,-269.4467,197.4087,-68.0597,-303.0008,198.2205,-74.1695,-328.4303,213.8004,-88.457,-367.9126,214.2868,-108.3487,-172.2429,135.0589,-70.3352,-241.775,160.3286,-57.6152,-309.8362,184.794,-72.1082,-373.1689,204.8553,-107.9415,-99.7351,105.8846,-158.3297,-105.4131,143.7394,-164.868,-135.7575,171.8699,-180.7205,-200.0477,208.8836,-193.5238,-273.7655,228.1309,-189.9035,-348.6305,234.6649,-195.5968,-392.674,231.2193,-189.3494,-383.9632,201.0036,-191.3943,-225.9513,144.8217,-195.9783,-285.0065,166.9629,-196.7591,-341.3447,187.4028,-195.0314,-162.7887,195.5435,-177.5863,-278.5543,235.0358,-176.139
Elseya_branderhorsti,11922,PCHP,x,F,166,Chelidae,A,-160.5766,88.3711,-112.7537,-159.6087,108.5979,-117.6232,-166.251,126.2188,-123.9291,-177.5726,142.0321,-129.1721,-197.0142,154.3067,-133.1758,-218.59,162.2684,-136.4823,-242.5112,168.184,-138.7651,-267.1989,172.5786,-142.0993,-292.6073,168.795,-144.4793,-318.0345,159.3789,-141.6444,-352.0618,121.2368,-134.944,-356.9774,94.1705,-132.2061,-170.6241,89.9251,-106.8688,-173.348,104.7482,-110.3958,-180.874,121.8056,-111.5729,-188.1423,133.8532,-118.1313,-202.7524,146.2891,-123.6782,-221.0674,154.7234,-125.9541,-243.2495,158.8938,-128.4268,-269.3048,158.9368,-128.5834,-284.7783,154.3053,-127.31,-304.1101,144.6614,-125.9867,-331.8994,111.8192,-122.636,-334.8448,95.3594,-118.7571,-179.8558,111.612,-109.4005,-214.5997,144.8289,-121.9382,-255.8667,154.8727,-122.0542,-293.166,143.9081,-122.4705,-324.5965,118.3151,-120.128,-201.4697,107.7937,-94.4344,-219.0312,117.8515,-93.7615,-236.1622,114.4691,-87.1577,-257.2499,118.0554,-89.7308,-271.4892,114.0355,-90.1453,-288.7561,117.5892,-98.0479,-304.4619,107.1184,-102.018,-208.8198,96.5531,-86.3547,-240.769,98.8611,-80.0217,-273.2882,99.6359,-86.1175,-306.3384,98.8425,-100.3489,-160.7449,80.0759,-141.7095,-170.0776,101.2527,-147.6404,-189.8082,108.1614,-155.6117,-229.6661,118.3966,-156.5427,-269.1833,122.865,-156.5052,-308.5068,111.1471,-154.1029,-332.18,106.9823,-149.8818,-323.4838,92.0055,-148.7596,-233.8311,84.6468,-151.9835,-266.2849,87.2501,-151.8273,-298.0923,89.3381,-150.2256,-208.0843,120.5058,-151.6229,-269.386,125.7254,-154.3889
Elseya_dentata,73311,FMNH,x,M,118,Chelidae,A,-88.4182689,90.47505384,-16.22261898,-86.42049373,106.5602487,-18.24646593,-90.84513381,123.338535,-21.86367689,-100.8350048,137.3332107,-26.09297766,-113.0520229,147.8813362,-29.44240555,-127.195865,155.0942638,-31.49799639,-142.7977368,162.51895,-32.52395086,-159.3070458,166.1860158,-34.78532965,-178.6353912,165.1407563,-37.24891402,-198.4304414,154.9994302,-35.60887953,-226.5494552,127.3031375,-33.98098533,-232.0247284,109.6917483,-32.22711069,-96.78243485,92.24415361,-12.61635419,-99.4990747,105.274671,-12.77029711,-101.1468711,119.4673729,-16.25257168,-108.1276404,131.108324,-19.6014025,-118.6785522,138.2348764,-21.02669308,-133.1478936,142.8410239,-21.11466047,-146.8659298,146.816274,-23.15015016,-162.9183857,146.1563196,-24.39910792,-177.1068086,144.2464123,-24.13510626,-190.5054158,140.0410936,-24.21371965,-211.8528315,120.3557042,-22.09314837,-215.3468484,108.0186763,-20.74268978,-102.2338255,109.2052409,-12.68063804,-123.4947666,139.5920022,-20.12482835,-154.1193583,145.4812396,-22.77867702,-181.4855743,141.9010466,-22.797186,-206.0946496,125.9332743,-21.90467527,-118.0664624,105.4992665,-4.037941855,-129.3474836,113.8884096,-3.623380621,-142.4891544,111.7375871,-0.202603618,-155.9906554,119.1145082,-3.265838971,-168.00099,113.4689723,-1.634262879,-180.0570994,117.7726075,-7.672666685,-194.5155941,110.5435592,-9.867970429,-116.4321995,96.146562,-2.27053377,-141.8696012,99.31249229,3.418985811,-168.3647013,103.1982824,1.824129138,-195.2890902,106.0350316,-9.322552734,-91.38925788,90.31842412,-39.58781159,-94.29128603,101.7906052,-41.36417563,-106.2501736,112.4903849,-46.13929215,-131.5011919,121.010683,-46.91656956,-158.6891844,122.3852232,-46.08874074,-189.8459589,122.5000585,-44.54692323,-211.8025787,120.0114969,-39.27106929,-208.1749191,107.116115,-41.30446926,-140.9954999,97.07678725,-47.41919772,-160.4102206,99.86388067,-46.79327593,-187.7945475,103.9728731,-44.90207663,-119.6489797,120.7486716,-42.47441559,-164.0843516,126.6311423,-40.73676118
Elseya_dentata,4079,PCHP,x,M,194,Chelidae,A,-55.0467,107.8761,-95.6744,-57.557,135.7315,-97.0501,-69.2008,160.4371,-99.5724,-85.9436,175.7497,-100.1578,-99.9267,189.7106,-99.1014,-133.9776,200.3438,-99.215,-159.5822,207.1386,-97.0253,-189.9087,207.9406,-92.3152,-222.8805,205.3839,-85.5112,-248.7974,195.369,-76.4419,-285.87,148.4847,-64.6121,-293.1772,119.421,-65.3573,-66.4566,107.7353,-88.2506,-72.1053,129.8283,-86.165,-82.2975,149.5578,-88.9357,-92.1164,165.0921,-92.3935,-111.4842,177.8693,-89.4918,-133.5383,186.0761,-86.9811,-164.0707,188.0761,-82.8859,-189.4587,187.3653,-78.9341,-217.3871,179.7891,-76.0345,-235.5007,174.1068,-69.9872,-268.9351,138.5056,-60.5394,-274.7826,119.3666,-57.7958,-77.0689,134.0925,-83.3684,-123.4118,180.082,-84.7005,-177.6778,184.8203,-78.2977,-222.9782,174.8553,-71.1575,-259.2927,148.5852,-59.683,-99.2619,122.7924,-64.3988,-122.613,129.4872,-57.3524,-137.9776,126.193,-51.8674,-162.9515,133.1689,-46.8575,-183.5505,127.2523,-43.7003,-205.8454,135.0663,-45.8572,-228.9645,122.8766,-47.6219,-97.7511,108.7417,-64.4064,-137.4653,109.1902,-49.5513,-183.3593,112.7535,-41.606,-230.5785,115.4689,-47.2792,-66.6336,111.4287,-138.0668,-78.8885,136.3741,-136.2946,-103.6404,149.3265,-135.0685,-141.3564,152.3027,-126.9573,-188.4104,154.6713,-117.0624,-240.0956,145.6033,-109.5259,-268.6528,137.5567,-100.4253,-256.424,116.599,-105.1067,-149.2033,114.6965,-132.102,-188.2573,115.5674,-123.0432,-231.6987,116.4942,-113.492,-118.655,157.3159,-122.8633,-193.2122,159.8646,-107.5397
Elseya_dentata,203554,UMMZ,x,M,114,Chelidae,A,-163.0109953,83.02793895,-35.29454409,-164.2906536,99.98642958,-33.75394224,-171.1561476,115.2584253,-36.07179472,-181.079815,126.5150151,-38.50195844,-195.8223144,135.2126941,-39.21833576,-208.4797004,140.5950101,-42.42524283,-223.5308275,144.3721986,-42.85216759,-243.3383916,146.1997166,-44.08809856,-261.2512742,143.0604804,-45.00069083,-278.2817982,134.5115351,-46.97633388,-295.8320788,106.7679185,-55.06446822,-298.0696799,92.73804246,-55.84526979,-172.0807116,83.10027673,-32.67354257,-175.6484959,97.13248621,-32.11056597,-181.5455972,110.3535589,-33.7964521,-187.7312379,121.1804846,-35.77879122,-198.6842728,128.5989112,-37.43312469,-212.3821864,132.7621378,-38.37493614,-227.7039968,134.9065014,-39.93156796,-241.4034322,132.1183012,-41.11880028,-256.196558,125.3396531,-41.7291566,-269.4465455,119.6799577,-42.79677289,-286.3748024,100.6795736,-48.15372502,-288.615853,90.73135402,-50.0855393,-180.3918452,102.4627555,-32.02199531,-205.0284884,130.4263277,-36.20662908,-232.4224894,132.3663599,-39.91066813,-258.3871852,123.4193033,-41.73047553,-279.1937817,106.492974,-44.67958415,-199.1791727,95.63419131,-27.96448529,-208.6764226,104.3145214,-27.90158288,-222.293679,100.354916,-29.05046502,-230.4539482,106.6064013,-30.57909512,-244.926779,99.86934992,-32.19061436,-253.1031796,105.9812325,-35.0808788,-266.4047065,95.18738126,-38.02511756,-196.3224901,85.07277466,-28.03692452,-222.2557347,83.7622739,-28.39465663,-245.4536374,86.29247275,-31.0864741,-266.1211384,88.41167534,-37.69761919,-160.9477961,87.43374573,-62.6301067,-167.094275,105.6201523,-59.07987421,-184.9444581,115.2070888,-62.86467183,-208.5838952,121.5140703,-62.62787468,-228.441071,120.1926124,-64.44595734,-259.976993,111.480831,-68.74949696,-280.463193,105.370166,-68.21208715,-274.3978785,93.8262542,-71.80696007,-212.4648726,91.86237999,-69.52400829,-229.022614,92.99675399,-70.89822311,-249.6911295,94.08192208,-72.24758133,-199.5749507,120.1711038,-56.73483166,-229.6922203,121.6986179,-59.62631356
Elseya_dentata,203555,UMMZ,x,M?(J),41,Chelidae,A,-142.7856186,40.09280751,-78.26022066,-142.0420378,44.7291302,-79.86047776,-142.3446153,51.12966386,-81.96654789,-145.4104637,56.52658608,-84.69686969,-149.2033689,61.61746768,-86.91138487,-154.1319787,64.31009096,-87.59074957,-159.9284457,66.60742413,-89.08275951,-167.1468688,69.20308013,-89.68316513,-175.1249019,68.32631774,-90.17225626,-181.6227986,65.26046934,-90.88635108,-190.8680359,55.70454095,-90.78987852,-192.6645034,49.57343782,-91.71185933,-146.4323802,40.61217618,-77.42343254,-146.4649335,45.36545329,-77.88016825,-148.6437291,51.23553631,-79.920736,-149.5095085,55.25215887,-82.24943512,-151.9916732,58.10022665,-84.66589952,-156.4265414,59.89679304,-85.27758501,-161.7390625,61.93726184,-85.63923342,-168.2238983,61.80774124,-85.98158731,-174.155229,60.76296818,-85.40275197,-179.4521166,59.42076281,-85.9768379,-186.5184594,53.03952366,-86.65946782,-188.2360667,49.12313361,-87.22910116,-148.6676741,48.92830852,-78.428825,-154.1339576,58.49888094,-84.28871656,-164.1268325,61.37861152,-85.45212613,-174.8889152,59.82515598,-84.96788336,-184.1283146,55.64467849,-85.60677906,-154.7077467,48.90654035,-77.43065561,-157.7050254,53.80042003,-80.47384533,-162.4125893,52.59594778,-79.66674107,-164.9578817,55.25997562,-81.00954012,-170.9418518,53.4864637,-80.07430052,-173.8117867,55.69296424,-82.84914811,-179.9492224,51.78755723,-82.48561973,-155.8738278,42.81689569,-74.9803516,-164.4383151,44.63651654,-74.4446568,-173.2412629,46.63800053,-75.37227755,-180.9052407,47.96536397,-79.97011016,-143.369797,39.01251275,-90.84697049,-144.1758129,44.50343388,-91.1810129,-149.6073663,50.22905543,-93.79942653,-158.4427683,53.72363777,-94.57932058,-165.411748,54.82886697,-94.71428321,-176.2876189,52.92840706,-94.49363316,-184.43673,52.36292945,-93.83702609,-183.2589732,47.98406481,-93.90717895,-162.7656294,42.60673393,-93.11580714,-167.4447958,43.92093753,-92.90148965,-173.9035099,45.68979897,-92.94937961,-154.4325773,52.95245099,-91.69048695,-165.4276783,55.50427382,-90.91989384
Elseya_dentata,19906,WAM,-14.5,F,203,Chelidae,A,0.024529242,-0.007797844,0.001904079,0.02480245,-0.00209755,0.00173023,0.022056194,0.003529071,0.001385411,0.017762883,0.007254641,0.001406814,0.012624434,0.010072836,0.001448016,0.006590382,0.011895513,0.000899241,0.000741977,0.013374758,0.00056679,-0.006495283,0.013646872,0.0004097,-0.013366379,0.012595888,0.001266248,-0.020099454,0.008891378,0.00174476,-0.026992245,-0.001255274,0.000298588,-0.028035647,-0.007589902,-0.000123874,0.021648809,-0.008136223,0.00258869,0.020869811,-0.003942658,0.002460194,0.01841353,0.001392493,0.002032366,0.015841196,0.004859767,0.00236919,0.010957526,0.007795121,0.002591755,0.005496358,0.009279874,0.002637219,6.81E-05,0.009975835,0.002213035,-0.006115049,0.008786473,0.002398904,-0.011366879,0.007027481,0.002456786,-0.016669357,0.003574454,0.00170517,-0.022548181,-0.004259517,0.001849926,-0.02369297,-0.00854311,0.001879047,0.019394647,-0.002528188,0.002581785,0.007984132,0.008425106,0.002949364,-0.003365644,0.009249475,0.002861909,-0.012460814,0.005249295,0.002845938,-0.020140932,-0.001631294,0.002356828,0.01299601,-0.004995804,0.0070348,0.007327091,-0.002764846,0.007136508,0.001895336,-0.004399262,0.007750252,-0.002568215,-0.002951647,0.007556792,-0.007806208,-0.005415321,0.006751896,-0.011887321,-0.00425131,0.004612359,-0.015702306,-0.007001623,0.003357508,0.014079388,-0.008561704,0.006949271,0.003657586,-0.008250074,0.008134722,-0.007861377,-0.008553046,0.006846658,-0.01598396,-0.009085449,0.003718568,0.022986207,-0.006630603,-0.008139727,0.021104712,-0.002334143,-0.007740461,0.015396219,0.000855907,-0.008547082,0.003573068,0.003079881,-0.009043644,-0.005527833,0.002765612,-0.008484269,-0.016119921,-0.000756392,-0.006654924,-0.021335699,-0.002800132,-0.004942557,-0.020491775,-0.006600778,-0.005651073,0.001890113,-0.006586915,-0.010273898,-0.003712173,-0.00659618,-0.00973997,-0.012461453,-0.006649597,-0.008390542,0.010202267,0.003038223,-0.006437665,-0.005966994,0.003949768,-0.006079653
Elseya_dentata,19907,WAM,-14.5,M,188,Chelidae,A,0.024989003,-0.007645906,0.002248895,0.02400177,-0.002045276,0.00194444,0.02115849,0.003204527,0.001672501,0.016918884,0.007116824,0.001908693,0.01187017,0.009795201,0.001926025,0.005898885,0.011607837,0.002318209,-0.000140112,0.013092358,0.002302443,-0.006531244,0.012979904,0.002250262,-0.013328923,0.011595365,0.002328324,-0.019395178,0.008364605,0.001135617,-0.027227594,-0.001366674,-0.00204032,-0.028401782,-0.007436999,-0.002200031,0.021665325,-0.007985854,0.003065293,0.021161694,-0.003747614,0.002936201,0.01880554,0.001522076,0.002538331,0.015512818,0.005048572,0.002623112,0.010545224,0.007825089,0.003379661,0.005058681,0.008862271,0.003582106,-0.000966839,0.009223652,0.003391662,-0.006173432,0.00817976,0.00307187,-0.012019803,0.006647781,0.002359392,-0.016555866,0.003595484,0.001611457,-0.023496317,-0.004425092,0.000714363,-0.024012282,-0.008394627,0.000206021,0.019868115,-0.002944785,0.002837244,0.008821286,0.007743009,0.003655635,-0.003732564,0.00839771,0.003521752,-0.013318813,0.005568504,0.002115066,-0.020761482,-0.001255982,0.001607191,0.014118365,-0.004710016,0.004317536,0.008911331,-0.002379248,0.006163198,0.003610544,-0.003688449,0.007020577,-0.001813968,-0.002785602,0.006818002,-0.007079519,-0.005110567,0.006474139,-0.011581615,-0.003564756,0.003686655,-0.016631433,-0.006620969,0.003433644,0.014605943,-0.008413308,0.004335012,0.004601551,-0.008100233,0.007375904,-0.006146327,-0.00840461,0.006869578,-0.016294525,-0.008939482,0.003711177,0.023033807,-0.006473253,-0.006734465,0.021225446,-0.002343955,-0.006488357,0.015756671,0.000679292,-0.007512273,0.006016068,0.003035834,-0.007793559,-0.005279251,0.002675124,-0.007581157,-0.016668064,-7.00E-05,-0.007196117,-0.023758385,-0.001722639,-0.00612486,-0.021893103,-0.006443289,-0.006713785,0.004812814,-0.006429362,-0.009638018,-0.004018094,-0.00643867,-0.009438481,-0.01359699,-0.006492335,-0.008587893,0.010888769,0.003039739,-0.005697634,-0.006908088,0.003988189,-0.006283468
Elseya_dentata,36999,WAM,-15.667,F,328,Chelidae,A,0.025623036,-0.007492995,0.002915088,0.024300115,-0.001472534,0.002741823,0.021163703,0.003857306,0.001899794,0.015997158,0.007341745,0.00092585,0.010701176,0.009082206,0.000380886,0.003816831,0.011120608,8.97E-05,-0.003067477,0.012207529,0.000428557,-0.007737214,0.01178273,0.000751819,-0.012580812,0.010484045,0.000737496,-0.018343308,0.007769972,0.000767781,-0.025366646,-0.000917405,-0.001028262,-0.026627652,-0.007285751,-0.002152954,0.022880505,-0.007830238,0.004014081,0.020596241,-0.002713065,0.003720416,0.01848442,0.001792782,0.003933685,0.014497918,0.005771511,0.002842071,0.009198093,0.007951797,0.002852366,0.003498304,0.009745775,0.002839909,-0.003583349,0.009615378,0.003197377,-0.007446364,0.008236421,0.003086402,-0.011931486,0.005876267,0.002220419,-0.016639265,0.002923323,0.001299632,-0.022894357,-0.003722975,0.000105706,-0.023466193,-0.008235758,-0.000195981,0.01922993,-0.001048575,0.003915139,0.006092192,0.008838128,0.003691362,-0.005483449,0.008958269,0.003803848,-0.014478815,0.003980219,0.002371466,-0.021427258,-0.002168656,0.000515829,0.013836823,-0.003993025,0.007461356,0.007283963,-0.002182362,0.008967806,0.001082092,-0.003827098,0.009455089,-0.004333633,-0.00274541,0.008836875,-0.010001667,-0.004794527,0.007478424,-0.013857454,-0.003782661,0.006172459,-0.017692007,-0.00695157,0.00332526,0.01510078,-0.00825429,0.0073533,0.00241153,-0.007943706,0.009814876,-0.009570649,-0.008245661,0.007773079,-0.017276069,-0.008776276,0.00363605,0.02434922,-0.006329675,-0.008387158,0.022025904,-0.001820318,-0.008154095,0.01625834,0.00072839,-0.008915209,0.006571322,0.001952173,-0.00859705,-0.002628362,0.001735527,-0.007968077,-0.013611163,-9.67E-05,-0.00869356,-0.019135823,-0.002502331,-0.007808778,-0.017649884,-0.00629995,-0.008498015,0.006094166,-0.006286133,-0.01005156,-0.002201535,-0.006295367,-0.010013468,-0.011295859,-0.006348605,-0.00898104,0.011101351,0.002705993,-0.005364174,-0.002733064,0.002981412,-0.004806129
Elseya_dentata,37000,WAM,-15.667,F,279,Chelidae,A,0.025841151,-0.007297564,0.003532383,0.02454147,-0.001152155,0.003357443,0.021487241,0.0031173,0.002179726,0.017631238,0.006441391,0.000995543,0.010458784,0.009670168,0.00103074,0.004218493,0.011380126,0.000211803,-0.001351843,0.011918399,-0.000606251,-0.007448819,0.011526497,-0.001575191,-0.013308176,0.010213673,-0.001457784,-0.018616201,0.007749069,-0.001201398,-0.025050838,-0.000967073,-0.001654076,-0.026043243,-0.007088317,-0.002029932,0.022468034,-0.007638067,0.004411566,0.020179532,-0.002879478,0.004289063,0.01875913,0.001700698,0.003730341,0.015489978,0.005164892,0.002939306,0.00939621,0.007738984,0.002765543,0.003566513,0.008932395,0.002402594,-0.000644344,0.008722754,0.00151407,-0.006535514,0.007478557,0.001048698,-0.011362483,0.006036076,0.000551446,-0.014948399,0.003033753,0.000305984,-0.023229719,-0.003310174,-0.00062467,-0.025386686,-0.008047507,-0.000554559,0.019496513,-0.001977004,0.0048032,0.007680106,0.007693282,0.002689128,-0.005129454,0.00764093,0.001883318,-0.014221813,0.003787432,0.001020669,-0.021945323,-0.00253873,4.44E-05,0.015143016,-0.004039494,0.006158579,0.00960122,-0.002760776,0.008700428,0.00338047,-0.00384693,0.009483532,-0.003178432,-0.00296656,0.009336039,-0.009139885,-0.0055967,0.007692113,-0.014303597,-0.004885818,0.00282719,-0.018326651,-0.007433567,0.00171961,0.016794311,-0.008066218,0.005829211,0.004628432,-0.007752632,0.009773139,-0.009287247,-0.008057506,0.007698598,-0.018643543,-0.00859325,0.002067245,0.024172313,-0.006122998,-0.004974738,0.022515352,-0.00193544,-0.004994755,0.015847124,0.001802476,-0.006995028,0.005879764,0.003031978,-0.007069433,-0.004433473,0.0030193,-0.007026828,-0.016688994,0.000265302,-0.007045939,-0.02236486,-0.001610981,-0.005993758,-0.020442098,-0.006092985,-0.006720021,0.004593511,-0.006079035,-0.008534478,-0.003411805,-0.006088358,-0.008482563,-0.013785352,-0.006142111,-0.007732024,0.010392265,0.004194051,-0.004813193,-0.004321273,0.004600355,-0.005709443
